person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
374,PETER OGE ALI,"",Committee Member,Petroleum Resources (Down Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
422,TOM OGIJO ZAKARI,"",Committee Member,Petroleum Resources (Down Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
148,DAKUKU ADOL PETERSIDE,"",Chairman,Petroleum Resources (Down Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
265,KHADIJA BUKAR IBRAHIM,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
468,ZAPHANIAH JISALO BITRUS,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
338,NKIRUKA ONYEJEOCHA,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
445,UZOMA NKEM ABONTA,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
391,SAMSON OKWU,"",Vice-Chairman,Pension Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
353,OJAKOVO OBORO OMAVOWAN EVELYN,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
415,SYLVESTER O OGBAGA,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
380,RAPHEAL UZOCHI NNANNA IGBOKWE,"",Committee Member,Petroleum Resources (Down Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
462,YUSUF BALA,"",Committee Member,Niger Delta Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
327,MUSTAPHA DAWAKI BALA,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
257,JULIUS OLUFEMI FAKEYE,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
362,OLUSEGUN DOKUN ODEBUNMI,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
121,BETTY JOCELYNE OKAGUA-APIAFI,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
378,RAFIU ADEBAYO IBRAHIM,"",Committee Member,Navy Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
62,AKINTOYE ALBERT,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
83,ANDREW IGBONULE UCHENDU,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
146,CYRIL EGWUATU,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
284,LINUS OKORIE,"",Committee Member,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
343,NWOKOLO ONYEMECHI VICTOR,"",Committee Member,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
196,GODFREY ALI GAIYA,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
206,HARUNA FATAHI MUSA,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
207,HARUNA MANU,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
170,ESSIEN EKPEYONG AYI,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
217,HUSSEIN NAMADI ABDULKADIR,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
235,INNOCENT ZEITET TIRSEL,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
277,LAWALI ANKA HASSAN,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
214,HEMBE HERMAN IORWASE,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
379,RAPHAEL OLOYE NOMIYE,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
466,ZAKARI JIKANTORO HALIRU,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
321,MURAINA SAUBANA AJIBOLA,"",Chairman,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
295,MASHOOD MUSTAPHA,"",Vice-Chairman,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
22,ABIODUN ABUDU-BALOGUN,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
132,CHARLES C. ODEDO,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
166,EMMANUEL LOKJI LUKA GOAR,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
177,FAROUK MOHAMMED LAWAN,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
207,HARUNA MANU,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
259,KAKA KYARI GUJBAWU,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
309,MOHAMMED TUKUR ADAMU,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
405,SIMON DAVOU MWADKWON,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
342,NUHU ZAKI ABDULRAZAK,"",Vice-Chairman,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
210,HASSAN ANTHONY SALE,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
309,MOHAMMED TUKUR ADAMU,"",Committee Member,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
326,MUSA TSAMIYA AD,"",Committee Member,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
347,OFORBUIKE GREGORY CHUKWUEGBO,"",Committee Member,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
316,MUDASHIRU KAMIL AKINLABI,"",Chairman,Youth and Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
751,OGUN SARGIUS OSEASOCHIE,"",Vice-Chairman,Federal Capital Territory Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
798,AHMED DAYYABU SAFANA,"",Vice-Chairman,"Aids, Loans and Debt Management Committee (Reps)",Legislative Committee - Federal Reps,,"",2019-05
12,ABDULLAHI SALAME BALARABE,"",Committee Member,Finance Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
12,ABDULLAHI SALAME BALARABE,"",Committee Member,Emergency & Disaster Preparedness Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
152,DANIEL ORITSEGBUBEMI REYEMEJU,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
131,CHANCHANGI RUFAI AHMED,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
462,YUSUF BALA,"",Committee Member,Petroleum Resources (Down Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
318,MUHTARI MUHAMMAD CHIROMAWA,"",Committee Member,Population Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
397,SANI MOHAMMED ALIYU RANO,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
257,JULIUS OLUFEMI FAKEYE,"",Committee Member,Petroleum Resources (Up Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
402,SHUAIBU GWANDU GOBIR,"",Committee Member,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
91,ARUA ARUNSI,"",Vice-Chairman,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
425,TUTARE ABUBAKAR UMAR,"",Vice-Chairman,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
350,OGBUEFI ORA OZOMGBACHI,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
363,OMO CHRISTOPHER ISU,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
405,SIMON DAVOU MWADKWON,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
411,SUARAU OLUWATOYIN ISIAKA,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
440,USMAN BELLO KUM,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
463,YUSUF SHITU GALAMBI,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
276,LAR VICTOR RAMPYAL,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
6,ABDUL EBBO IBRAHIM,"",Vice-Chairman,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
194,NGIGE CHRIS NWABUEZE,"",Vice-Chairman,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
370,PATRICK A. IKHARIALE,"",Chairman,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
20,ABIKE DABIRI-EREWA,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
156,DAVID DAVEMATICS OMBUGADU EMMANUEL,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
161,EMEYESE SUNDAY AKPODIOGAGA,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
181,FORT IFEANYI DIKE,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
183,FRIDAY ITULAH,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
312,MONSURU ALAO OWOLABI,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
322,MURITALA KAYODE ADEWALE BUSARI,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
349,OGBONNA NWUKE,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
374,PETER OGE ALI,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
455,YACOOB EKUNDAYO A. AJEBIOSU,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
242,ISA MOHAMMED ASHIRU,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
70,ALI YAKUBU,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
129,BUKUYOLA TAOFEEK BURAIMO,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
139,CHRISTOPHER SUNDAY ETA,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
348,OGBABURHON OKPOVIEKPURAI AUSTI,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
368,OYETUNDE OLADIMEJI OJO,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
371,PEACE UZOAMAKA NNAJI,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
400,SHEHU NICHOLAS GARBA,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
420,TITSI KWAGA GANAMA,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
466,ZAKARI JIKANTORO HALIRU,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
99,AYO AKINYELURE PATRICK,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
147,DAHIRU UMARU,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
209,HASSAN ABDULMUMINI MUHAMMAD,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
344,OBENDE DOMINGO ALABA,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
305,MOHAMMED JATAU AUWAL,"",Vice-Chairman,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
233,NINGI AHMED ABDUL,"",Vice-Chairman,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
448,NWAGU IGWE PAULINUS,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
445,UZOMA NKEM ABONTA,"",Vice-Chairman,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
167,EMMANUEL YISA ORKER-JEV,"",Vice-Chairman,Poverty Alleviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
288,MAHMUD LAWAN MAINA MAINA,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
308,MOHAMMED TAHIR MONGUNO,"",Committee Member,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
284,LINUS OKORIE,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
369,PALLY ISUMAFE OBOKHUAIME IRIASE,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
380,RAPHEAL UZOCHI NNANNA IGBOKWE,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
434,UMAR BUBA JIBRIL,"",Committee Member,Police Affairs Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
414,SUNDAY STEVE KARIM,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
408,SOLOMON OLAMILEKAN ADEOLA,"",Chairman,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
61,AKINTAYO AMERE GAFARU,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
36,ADEPOJU SUNDAY ADEYEMI,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
50,AHMED IDRIS MAJE,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
357,OLAJUMOKE OKOYA-THOMAS,"",Chairman,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
311,MOHAMMED ZAKARI,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
348,OGBABURHON OKPOVIEKPURAI AUSTI,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
370,PATRICK A. IKHARIALE,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
374,PETER OGE ALI,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
395,SANI AUWALU,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
304,MOHAMMED IBRAHIM IDRIS,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
3,ABAYOMI DAUDA KAKO ARE,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
5,ABBAS TAJUDEEN,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
22,ABIODUN ABUDU-BALOGUN,"",Committee Member,Public Procurement Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
164,EMMANUEL ISSAC UKOETE,"",Committee Member,Public Petitions Committee (Reps),Legislative Committee - Federal Reps,,2015-05-29,2015-05-29
443,UZO CHARLES AZUBUIKE,"",Chairman,Public Petitions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
53,AISHA AHMED DAHIRU,"",Committee Member,Public Service Matter Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
54,AIYEDUN OLAYINKA AKEEM,"",Committee Member,Public Service Matter Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
