person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
20,ABIKE DABIRI-EREWA,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
238,ISA HASSAN MOHAMMED,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
30,ADAMU ABUNABO HASSAN,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
35,ADEOBA AKINTOLA JOHNSON,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
52,AHMED YUSUF TIJANI,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
129,BUKUYOLA TAOFEEK BURAIMO,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
143,CHUKWUEMEKA EMMANUEL NWOGBO,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
157,DAWARI IBIETELA GEORGE,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
173,EZENWA FRANCIS ONYEWUCHI,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
193,GIBSON KAUDA NATHANIEL,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
424,TUKUR BELLO MOHAMMED,"",Member,Federal Character and Intergovernmental Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
81,AMINU SHEHU SHAGARI,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
196,GODFREY ALI GAIYA,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
270,KINGSLEY OGUNDU CHINDA,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
277,LAWALI ANKA HASSAN,"",Committee Member,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
72,ALIYU BAHAGO AHMAN PATEGI,"",Chairman,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,2011,2019-05-29
213,HEINEKEN LOKPOBIRI,"",Chairman,Water Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
373,PETER GUMTHA BIYE,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
377,RAFEEQUAT ARINOLA ONABAMIRO,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
400,SHEHU NICHOLAS GARBA,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
438,USMAN ADAMU MOHAMMED,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
2,ABATEMI USMAN NURUDEEN,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
88,ANYANWU CHRIS N. D,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
126,BOLUWAJI KUNLE,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
303,MOHAMMED BASHIR GARBA,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
68,ALHASSAN AISHA JUMMAI,"",Vice-Chairman,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
330,NABUNKARI MOHAMMED SA'ADU,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
141,CHUDI PATRICK UWAZURIKE,"",President,"Student Union, University of Nigeria, Nsukka",Educational Institution,,"",""
292,MANAGER JAMES EBIOWOU,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
177,FAROUK MOHAMMED LAWAN,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
181,FORT IFEANYI DIKE,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
189,GARBA MUSA GULMA,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
176,FAMUREWA ISRAEL AJIBOLA,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
197,GOJE MOHAMMED DANJUMA,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
207,HARUNA MANU,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
227,IBRAHIM NUHU KAYARDA LAWAL,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
304,MOHAMMED IBRAHIM IDRIS,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
220,IBRAHIM BABANGIDA,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
355,OKWURU CHUKWUEMEKA TOBIAS,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
371,PEACE UZOAMAKA NNAJI,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
420,TITSI KWAGA GANAMA,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
432,UMAR ABUBAKAR SADE,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
394,SAMUEL OLUSEGUN WILLIAMS,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
927,ALIYU DANLADI,"",Vice-Chairman,"Treaties, Protocols and Agreements Committee (Reps)",Legislative Committee - Federal Reps,,2015-06,2019-05
440,USMAN BELLO KUM,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
354,OJUDU BABAFEMI,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
429,ESUENE HELEN UDOAKAHA,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
302,MOHAMMAD ALI WUDIL,"",Vice-Chairman,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
303,MOHAMMED BASHIR GARBA,"",Vice-Chairman,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
341,NOSAKHARE ISAAC OSAHON,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
928,EMMANUEL M. EGWU,"",Vice-Chairman,Ethics & Privileges Committee (Reps),Legislative Committee - Federal Reps,,2015-06,2019-05
930,PRINCESS OLUFUNKE ADEDOYIN,"",Vice-Chairman,Army Committee (Reps),Legislative Committee - Federal Reps,,2015-06,2019-05
794,AHMED GARBA BICHI,"",Vice-Chairman,Information Technology Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
417,TIJJANI JOBE ABDULKADIR,"",Vice-Chairman,Youth and Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
320,MUNIR BABBA DANAGUNDI,"",Vice-Chairman,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
796,CHIKE JOHN OKAFOR,"",Chairman,Healthcare Services Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
318,MUHTARI MUHAMMAD CHIROMAWA,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,2011,2015-05-29
210,HASSAN ANTHONY SALE,"",Vice-Chairman,"Aids, Loans and Debt Management Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
314,MOSHOOD ABIODUN BAKARE,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
723,OWOIDIGHE IME EKPOATAI,"",Vice-Chairman,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
790,SANI UMAR BALA,"",Vice-Chairman,Public Service Matter Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
288,MAHMUD LAWAN MAINA MAINA,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
92,ASADU PATRICK OZIOKOJA,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
9,ABDULLAHI MOHAMMED DAN-ALKALI,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
135,CHRISCATO IKECHUKWU AMEKE,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
150,DANIEL AKPAN EFFIONG,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
154,DANTONG GYANG DALYOP,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2012-07-12
154,DANTONG GYANG DALYOP,"",Chairman,Health Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2012-07-12
58,AKINADE- FIJABI SAHEED,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
726,EUCHARIA AZODO OKWUNNA,"",Chairman,Drugs & Narcotics Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
50,AHMED IDRIS MAJE,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
168,EMMANUEL MEMGA UDENDE,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
196,GODFREY ALI GAIYA,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
208,HASKE FRANCIS HANANIYA,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
240,ISA LAWAN,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
152,DANIEL ORITSEGBUBEMI REYEMEJU,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
262,KEHINDE OLESEGUN ODENEYE,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
176,FAMUREWA ISRAEL AJIBOLA,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
281,LAWAN SHEHU,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
297,MAURICE PRONEN,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
309,MOHAMMED TUKUR ADAMU,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
328,MUSTAPHA KHABEEB,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
323,MUSA BABA ONWANA,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
374,PETER OGE ALI,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
377,RAFEEQUAT ARINOLA ONABAMIRO,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
456,YAKUB ABIOUDUN AKANNI BALOGUN,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
466,ZAKARI JIKANTORO HALIRU,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
430,UGBESIA ODION MAGNUS,"",Committee Member,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
356,OLABIYI JULIUS OYEKOLA,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
320,MUNIR BABBA DANAGUNDI,"",Vice-Chairman,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
245,ISHAQ AHMED KANA,"",Vice-Chairman,Anti-Corruption Committee Reps,Legislative Committee - Federal Reps,,"",2015-05-29
363,OMO CHRISTOPHER ISU,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
377,RAFEEQUAT ARINOLA ONABAMIRO,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
59,AKINLADE ABDULKABIR ADEKUNLE ISIAQ,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
256,JOHN ENOH OWAN ENOH,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
103,AZODO OKWUNNA EUCHARIA,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
75,ALIYU SANI MADAKI,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
111,BARINADA MPIGI,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
124,BITRUS B. KAZE,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
141,CHUDI PATRICK UWAZURIKE,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
169,ENEKOROGHA PENAWEI FRANCIS,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
203,HALIMA HASSAN TUKUR,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
207,HARUNA MANU,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
74,ALIYU IBRAHIM GEBI,"",Committee Member,Public Service Matter Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
727,IFEANYI CHRIS EMEKA AZUBAGO,"",Vice-Chairman,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
74,ALIYU IBRAHIM GEBI,"",Committee Member,Women Affairs & Social Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
342,NUHU ZAKI ABDULRAZAK,"",Committee Member,Milliennium Development Goals Committee,Legislative Committee - Federal Reps,,2015-05,""
74,ALIYU IBRAHIM GEBI,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
359,SOLOMON GANIYU OLANREWAJU,"",Vice-Chairman,Inter-Parliamentary Affairs Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
142,CHUKWUDI JONES VICTOR ONYERERI,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
186,GANNY OLUWADARE DAUDA,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
186,GANNY OLUWADARE DAUDA,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
186,GANNY OLUWADARE DAUDA,"",Committee Member,Rural Development Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
246,ISMAILA AHMED GADAKA,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
255,JOHN DYEGH,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
364,OMOSULE ENIOTIOLORUNDA,"",Committee Member,Gas Resources Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
364,OMOSULE ENIOTIOLORUNDA,"",Committee Member,Poverty Alleviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
38,ADETUNBI OLUBUNMI,"",Committee Member,Public Accounts Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
379,RAPHAEL OLOYE NOMIYE,"",Committee Member,Niger Delta Development Commission Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
346,ODUNSI AKIN KAMAR BABALOLA,"",Vice-Chairman,Air Force Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
298,MICHAEL OPEYEMI BAMIDELE,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
305,MOHAMMED JATAU AUWAL,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
313,MORUF AKINDERU FATAI,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
321,MURAINA SAUBANA AJIBOLA,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
374,PETER OGE ALI,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
381,RAZAQ BELLO-OSAGIE,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
399,SAVIOUR FRIDAY UDOH,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
728,ANAYO EDWIN,"",Vice-Chairman,Rural Development Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
277,LAWALI ANKA HASSAN,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
451,WAOGU NKECHI JUSTINA,"",Chairman,Gas Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
252,Jibrilla Bindow,"",Vice-Chairman,Defence Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
451,WAOGU NKECHI JUSTINA,"",Committee Member,"Banking, Insurance and Other Financial Institutions Committee (Senate)",Legislative Committee - Senate,,"",2015-05
365,ONAOLAPO OLUGBENGA OBADARA,"",Committee Member,Local and Foreign Debts Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
12,ABDULLAHI SALAME BALARABE,"",Committee Member,Education (Basic & Secondary) Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
308,MOHAMMED TAHIR MONGUNO,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
306,MOHAMMED OGOSHI ONAWO,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
252,Jibrilla Bindow,"",Committee Member,Science & Technology Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
145,CHUKWUMERIJE UCHE,"",Director,Biafra Ministry of Information,Professional Body,,1966,1970
145,CHUKWUMERIJE UCHE,"",Director,Biafra Directorate of Propaganda,Professional Body,,1966,1970
403,SHU'AIBU UMAR GALADIMA,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
1,ABARIBE ENYINNAYA HARCOURT,"",Committee Member,Works Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
424,TUKUR BELLO MOHAMMED,"",Member,Gas Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
351,SUNDAY OGBUOJI OJI,"",Vice-Chairman,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
443,UZO CHARLES AZUBUIKE,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
463,YUSUF SHITU GALAMBI,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
289,MAKARFI AHMED M,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
242,ISA MOHAMMED ASHIRU,"",Vice-Chairman,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
364,OMOSULE ENIOTIOLORUNDA,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
382,ROBINSON EDET UWAK,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
387,SAFIYANU TAURA UBALE,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
398,SANI RUWAN DORUWA IBRAHIM,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
435,UMAR HALILU ALIER,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
458,YAKUBU UMARU BARDE,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
289,MAKARFI AHMED M,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
69,ALI AHMAD,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
103,AZODO OKWUNNA EUCHARIA,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
141,CHUDI PATRICK UWAZURIKE,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
161,EMEYESE SUNDAY AKPODIOGAGA,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
189,GARBA MUSA GULMA,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
202,HAKEEM ABIODUN MUNIRU,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
205,HAMZAT GANIYU OLADUNJOYE,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
206,HARUNA FATAHI MUSA,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
229,IBRAHIM TUKUR EL-SUDI,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
231,IFEDAYO SUNDAY ABEGUNDE,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
235,INNOCENT ZEITET TIRSEL,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
240,ISA LAWAN,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
290,MAKINDE MIKAIL OLAROTIMI,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
383,ROBINSON GBADEBO AJIBOYE,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
407,SOKONTE HUTTIN DAVIES,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
145,CHUKWUMERIJE UCHE,"",Committee Member,Power Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
424,TUKUR BELLO MOHAMMED,"",Member,Trade and Investment Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
468,ZAPHANIAH JISALO BITRUS,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
214,HEMBE HERMAN IORWASE,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
421,TOBY OKECHUKWU TOBY,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
434,UMAR BUBA JIBRIL,"",Committee Member,Appropriations Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
444,UZODINMA GOODHOPE ODIDIKA,"",Chairman,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
422,TOM OGIJO ZAKARI,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
432,UMAR ABUBAKAR SADE,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
43,ADOKWE SULEIMAN ASONYA,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
459,YARADUA ABUBAKAR SADIK,"",Vice-Chairman,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
383,ROBINSON GBADEBO AJIBOYE,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
399,SAVIOUR FRIDAY UDOH,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
5,ABBAS TAJUDEEN,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
39,ADEWUSI TUNDE RAZAQ,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
100,AYODEJI LABIB JAKANDE,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
133,CHINENYE FERDINARD IKE,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
198,GONI BUKAR LAWA,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
247,ISMAIL INAH HUSSAIN,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
317,MUHAMMAD BASHIR GALADANCHI,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
336,NATHANIEL IGE AGUNBIADE,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
358,OLAYEMI SIKIRU BUSARI,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
400,SHEHU NICHOLAS GARBA,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
422,TOM OGIJO ZAKARI,"",Committee Member,"Aids, Loans and Debt Management Committee (Reps)",Legislative Committee - Federal Reps,,"",2015-05-29
384,ROSE OKOJI OKO,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
462,YUSUF BALA,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
289,MAKARFI AHMED M,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
402,SHUAIBU GWANDU GOBIR,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
11,ABDULLAHI RICCO MOHAMMED,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
371,PEACE UZOAMAKA NNAJI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
360,OLUKOLU GANIYU TUNJI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
421,TOBY OKECHUKWU TOBY,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
318,MUHTARI MUHAMMAD CHIROMAWA,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
321,MURAINA SAUBANA AJIBOLA,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
332,NASIRU BABALLE ILA,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
313,MORUF AKINDERU FATAI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
311,MOHAMMED ZAKARI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
296,MATTHEW M. OMEGARA,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
250,JERIMON SAMUEL MANWE,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
121,BETTY JOCELYNE OKAGUA-APIAFI,"",Committee Member,Defence Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
200,GWANI LUCAS GIDE,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
153,DANLAMI GARBA,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
120,BETHEL NNAEMEKA AMADI,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
